Data	ClienteID	FuncionarioID	ValorFrete	CupomID	EmpresaFrete	DataEntrega
08/07/2017	58	68	35,77	10995	One Liners	22/07/2017
01/09/2017	30	5	35,87	10911	Ship for U	08/09/2017
20/09/2016	5	3	35,9	10572	One Liners	23/09/2016
18/09/2015	51	11	35,9	10505	Freight Express	05/10/2015
18/03/2016	82	11	35,9	10401	Freight Express	01/04/2016
15/04/2015	42	11	35,94	10564	Freight Express	21/04/2015
27/12/2015	43	11	36,41	10545	Freight Express	28/12/2015
16/08/2016	24	68	36,46	10774	One Liners	24/08/2016
20/08/2015	68	56	36,46	10537	Ship for U	31/08/2015
05/04/2018	73	3	36,49	10803	One Liners	20/04/2018
31/05/2017	17	68	36,54	10363	One Liners	15/06/2017
17/10/2016	32	11	36,64	10598	Freight Express	19/10/2016
29/07/2016	89	2	36,66	10483	One Liners	05/08/2016
21/03/2017	59	14	36,98	10600	Ship for U	29/03/2017
15/07/2017	66	56	37,02	11010	Ship for U	27/07/2017
21/03/2018	3	3	37,11	10507	One Liners	28/03/2018
12/12/2016	48	11	37,12	10662	Freight Express	20/12/2016
27/11/2017	34	3	37,24	10903	One Liners	16/12/2017
06/11/2017	48	11	37,25	10867	Freight Express	17/11/2017
15/12/2016	20	5	37,26	10667	Ship for U	17/12/2016
17/09/2015	87	68	37,28	10412	One Liners	30/09/2015
18/06/2015	38	3	37,32	10473	One Liners	23/06/2015
26/07/2015	32	11	37,33	10310	Freight Express	07/08/2015
12/08/2017	42	11	37,35	10932	Freight Express	17/08/2017
28/01/2016	37	9	37,44	10517	One Liners	31/01/2016
29/07/2015	84	14	37,46	10546	Ship for U	14/08/2015
14/12/2016	48	11	37,6	10665	Freight Express	29/12/2016
16/04/2016	59	14	37,63	10597	Ship for U	21/04/2016
19/07/2016	37	3	37,65	10742	One Liners	01/08/2016
20/03/2017	31	3	37,72	10777	One Liners	05/04/2017
22/04/2017	73	9	37,76	10387	One Liners	08/05/2017
29/07/2017	32	11	37,77	10968	Freight Express	13/08/2017
01/02/2017	89	2	37,82	10723	One Liners	13/02/2017
15/09/2015	89	9	37,89	10504	One Liners	29/09/2015
24/07/2017	19	9	37,91	10895	One Liners	13/08/2017
27/02/2017	49	56	38,01	10754	Ship for U	17/03/2017
20/03/2015	5	3	38,06	10280	One Liners	27/03/2015
27/12/2017	79	68	38,06	10967	One Liners	28/12/2017
06/04/2018	84	14	38,16	10806	Ship for U	21/04/2018
24/11/2016	35	9	38,27	10641	One Liners	09/12/2016
29/09/2017	39	9	38,38	10799	One Liners	04/10/2017
29/03/2016	17	68	38,41	10391	One Liners	10/04/2016
04/12/2016	51	11	38,44	10618	Freight Express	07/12/2016
01/11/2017	5	3	38,51	10857	One Liners	10/11/2017
12/09/2015	46	9	38,53	10499	One Liners	22/09/2015
23/01/2018	76	5	38,64	11035	Ship for U	05/02/2018
28/10/2016	91	68	38,74	10611	One Liners	09/11/2016
05/09/2015	44	68	38,79	10522	One Liners	15/09/2015
01/01/2016	23	56	38,95	10316	Ship for U	11/01/2016
29/12/2016	56	7	38,97	10684	One Liners	10/01/2017
02/05/2017	3	9	39,03	10856	One Liners	18/05/2017
16/11/2015	24	7	39,08	10533	One Liners	03/12/2015
21/10/2016	49	56	39,12	10784	Ship for U	05/11/2016
27/04/2017	39	9	39,15	10849	One Liners	04/05/2017
26/01/2016	84	5	39,15	10450	Ship for U	10/02/2016
28/07/2017	19	9	39,19	11043	One Liners	30/07/2017
16/02/2018	68	56	39,35	11075	Ship for U	20/02/2018
08/08/2017	38	3	39,56	10321	One Liners	20/08/2017
14/07/2017	17	7	39,69	11008	One Liners	01/08/2017
27/10/2015	82	11	40,04	10514	Freight Express	06/11/2015
07/09/2015	37	9	40,24	10567	One Liners	18/09/2015
07/09/2015	65	3	40,25	10272	One Liners	21/09/2015
13/03/2018	50	5	40,32	10529	Ship for U	19/03/2018
31/05/2017	62	3	40,33	10913	One Liners	11/06/2017
22/05/2017	73	3	40,44	10892	One Liners	06/06/2017
19/06/2015	82	11	40,45	10446	Freight Express	04/07/2015
10/01/2017	89	3	40,47	10696	One Liners	13/01/2017
09/09/2017	32	11	40,54	10873	Freight Express	25/09/2017
10/03/2018	1	68	40,58	10463	One Liners	25/03/2018
06/10/2017	47	3	40,63	10811	One Liners	16/10/2017
08/10/2016	56	68	40,63	10766	One Liners	22/10/2016
07/08/2017	44	68	40,64	10992	One Liners	17/08/2017
20/07/2016	23	56	40,81	10633	Ship for U	28/07/2016
03/11/2016	32	11	40,88	10617	Freight Express	15/11/2016
28/02/2015	44	68	40,91	10362	One Liners	13/03/2015
06/03/2017	63	7	40,93	10765	One Liners	27/03/2017
09/09/2016	37	9	40,99	10695	One Liners	19/09/2016
24/10/2016	84	5	41,01	10334	Ship for U	26/10/2016
02/07/2015	25	68	41,02	10488	One Liners	18/07/2015
14/03/2016	59	14	41,07	10530	Ship for U	31/03/2016
17/02/2018	34	9	41,27	11022	One Liners	23/02/2018
15/07/2017	25	7	41,48	11012	One Liners	26/07/2017
30/07/2017	10	11	41,68	11048	Freight Express	09/08/2017
06/07/2017	32	11	41,89	10988	Freight Express	20/07/2017
21/11/2017	17	7	42,05	10894	One Liners	09/12/2017
29/01/2018	73	9	42,06	10978	One Liners	10/02/2018
24/09/2014	63	68	42,17	10286	One Liners	12/10/2014
16/07/2017	19	9	42,24	11015	One Liners	17/07/2017
19/09/2016	12	9	42,38	10782	One Liners	24/09/2016
29/07/2017	10	11	42,4	11045	Freight Express	01/08/2017
12/02/2017	17	7	42,52	10735	One Liners	27/02/2017
29/02/2016	47	9	42,6	10485	One Liners	14/03/2016
13/08/2016	19	2	42,61	10324	One Liners	23/08/2016
24/11/2016	73	3	42,65	10642	One Liners	26/11/2016
08/11/2016	80	11	42,88	10622	Freight Express	17/11/2016
10/09/2017	12	2	42,97	10819	One Liners	30/09/2017
21/08/2016	17	68	43,08	10706	One Liners	31/08/2016
24/03/2016	37	9	43,11	10519	One Liners	31/03/2016
28/01/2018	23	56	43,24	10975	Ship for U	15/02/2018
23/04/2016	86	7	43,26	10356	One Liners	25/04/2016
15/08/2015	39	3	43,29	10325	One Liners	24/08/2015
08/09/2016	44	7	43,34	10731	One Liners	20/09/2016
21/12/2016	63	7	43,34	10674	One Liners	30/12/2016
13/03/2017	1	7	43,41	10251	One Liners	26/03/2017
14/11/2017	12	3	43,45	10881	One Liners	29/11/2017
20/09/2016	49	56	43,47	10635	Ship for U	30/09/2016
08/10/2017	4	2	43,48	10248	One Liners	18/10/2017
14/09/2016	74	14	43,51	10738	Ship for U	24/09/2016
24/04/2017	73	9	43,65	10841	One Liners	09/05/2017
16/10/2017	19	9	43,67	10884	One Liners	21/10/2017
05/07/2016	79	7	43,68	10399	One Liners	20/07/2016
29/01/2017	45	11	43,69	10719	Freight Express	11/02/2017
15/09/2017	68	56	43,89	10255	Ship for U	19/09/2017
11/05/2017	37	9	43,9	11002	One Liners	17/05/2017
05/01/2017	87	68	44,05	10320	One Liners	20/01/2017
26/06/2015	23	56	44,07	10482	Ship for U	07/07/2015
19/08/2017	44	68	44,07	11070	One Liners	22/08/2017
28/11/2017	91	68	44,09	10906	One Liners	09/12/2017
13/10/2017	67	3	44,17	10877	One Liners	20/10/2017
02/01/2017	59	5	44,19	10686	Ship for U	09/01/2017
02/09/2016	59	5	44,22	10648	Ship for U	19/09/2016
12/02/2018	1	7	44,28	11011	One Liners	22/02/2018
26/03/2018	74	14	44,33	10964	Ship for U	09/04/2018
07/11/2017	32	11	44,38	10869	Freight Express	11/11/2017
22/02/2017	14	56	44,5	11083	Ship for U	08/03/2017
14/03/2017	44	7	44,62	10593	One Liners	29/03/2017
23/11/2015	37	3	44,7	10388	One Liners	11/12/2015
05/09/2017	89	3	44,72	10861	One Liners	13/09/2017
19/10/2016	35	3	44,73	10601	One Liners	01/11/2016
13/10/2016	79	7	44,79	10595	One Liners	25/10/2016
13/03/2017	19	3	44,92	10769	One Liners	29/03/2017
20/03/2017	17	7	45,01	10776	One Liners	02/04/2017
28/09/2016	21	3	45,26	10581	One Liners	11/10/2016
13/05/2016	5	9	45,37	10733	One Liners	18/05/2016
15/08/2017	82	11	45,44	10935	Freight Express	29/08/2017
13/02/2016	32	11	45,52	10562	Freight Express	25/02/2016
08/09/2014	91	68	45,53	10374	One Liners	28/09/2014
24/01/2017	32	11	45,54	10714	Freight Express	02/02/2017
18/01/2016	32	11	45,69	10447	Freight Express	21/01/2016
17/10/2017	48	11	45,7	11018	Freight Express	21/10/2017
19/04/2017	1	7	45,71	10835	One Liners	23/04/2017
08/07/2017	91	68	45,73	10998	One Liners	15/07/2017
13/08/2017	62	3	45,77	11068	One Liners	23/08/2017
28/03/2015	46	2	45,81	10381	One Liners	11/04/2015
09/04/2017	37	3	45,86	10815	One Liners	24/04/2017
22/07/2017	10	11	45,87	11027	Freight Express	23/07/2017
25/08/2017	47	9	45,91	10838	One Liners	04/09/2017
22/02/2017	32	11	46,19	10749	Freight Express	03/03/2017
03/08/2015	28	14	46,26	10551	Ship for U	14/08/2015
23/08/2016	19	9	46,29	10673	One Liners	11/09/2016
25/04/2017	84	14	46,32	10843	Ship for U	04/05/2017
15/11/2016	44	7	46,34	10279	One Liners	18/11/2016
08/07/2017	5	3	46,54	10866	One Liners	22/07/2017
28/11/2016	34	9	46,54	10645	One Liners	01/12/2016
24/03/2016	42	11	46,62	10495	Freight Express	02/04/2016
08/08/2015	20	14	46,63	10402	Ship for U	13/08/2015
26/08/2017	17	68	46,78	11036	One Liners	30/08/2017
04/10/2017	19	3	46,81	10987	One Liners	25/10/2017
02/02/2016	35	3	46,85	10552	One Liners	06/02/2016
27/07/2016	37	9	46,91	10335	One Liners	13/08/2016
22/11/2017	37	9	47,05	10897	One Liners	02/12/2017
29/12/2016	18	56	47,1	10683	Ship for U	07/01/2017
17/02/2016	3	9	47,43	10535	One Liners	28/02/2016
04/01/2017	34	9	47,52	10690	One Liners	19/01/2017
15/03/2017	23	56	47,54	10663	Ship for U	02/04/2017
16/12/2017	37	9	47,58	10946	One Liners	31/12/2017
12/03/2018	82	11	47,7	10930	Freight Express	26/03/2018
22/03/2018	39	9	47,74	11028	One Liners	30/03/2018
20/10/2016	82	11	47,74	10602	Freight Express	10/11/2016
04/10/2017	27	56	47,88	10807	Ship for U	18/10/2017
25/10/2017	63	7	47,94	10845	One Liners	26/10/2017
28/03/2017	25	68	47,97	10791	One Liners	31/03/2017
08/02/2017	1	7	48	10732	One Liners	24/02/2017
13/07/2016	59	5	48,05	10768	Ship for U	18/07/2016
30/09/2017	32	11	48,14	10855	Freight Express	15/10/2017
25/10/2015	67	2	48,38	10481	One Liners	01/11/2015
04/08/2015	37	9	48,41	10429	One Liners	21/08/2015
17/12/2017	11	3	48,47	10947	One Liners	28/12/2017
15/11/2017	76	14	48,54	10885	Ship for U	16/11/2017
24/08/2017	35	3	48,63	10957	One Liners	25/08/2017
13/08/2015	35	3	48,66	10498	One Liners	16/08/2015
23/01/2017	1	68	48,73	10711	One Liners	04/02/2017
01/05/2017	6	68	48,8	10853	One Liners	12/05/2017
16/07/2015	32	11	48,81	10302	Freight Express	30/07/2015
16/04/2016	19	2	49,18	10254	One Liners	27/04/2016
15/03/2015	32	11	49,19	10377	Freight Express	01/04/2015
16/08/2017	12	9	49,25	10937	One Liners	31/08/2017
06/07/2015	28	14	49,27	10491	Ship for U	11/07/2015
07/09/2015	19	9	49,41	10400	One Liners	16/09/2015
30/07/2016	73	3	49,41	10314	One Liners	13/08/2016
24/07/2017	55	11	49,5	11079	Freight Express	27/07/2017
09/01/2017	127	3	49,54	10591	One Liners	26/01/2017
03/05/2017	25	68	49,7	10267	One Liners	14/05/2017
03/10/2016	50	14	49,79	10760	Ship for U	17/10/2016
19/03/2018	44	7	49,81	11017	One Liners	01/04/2018
04/09/2015	12	2	49,83	10521	One Liners	13/09/2015
04/12/2017	63	68	49,83	10920	One Liners	13/12/2017
24/02/2017	80	11	49,84	10676	Freight Express	13/03/2017
27/09/2015	31	2	49,89	10423	One Liners	10/10/2015
03/05/2017	22	14	50	11078	Ship for U	17/05/2017
08/11/2017	63	68	50,43	10527	One Liners	21/11/2017
15/11/2014	5	2	50,46	10278	One Liners	03/12/2014
01/10/2015	59	14	50,46	10427	Ship for U	08/10/2015
28/08/2017	32	11	50,6	11040	Freight Express	10/09/2017
29/08/2016	53	2	50,65	10752	One Liners	04/09/2016
29/06/2017	40	14	50,66	10972	Ship for U	30/06/2017
23/08/2017	60	5	50,67	10477	Ship for U	02/09/2017
29/06/2017	8	14	50,83	10970	Ship for U	05/07/2017
05/08/2016	127	3	50,83	10688	One Liners	11/08/2016
21/10/2016	1	7	50,87	10510	One Liners	25/10/2016
07/09/2015	23	56	50,88	10555	Ship for U	23/09/2015
01/04/2018	37	9	51,05	10800	One Liners	15/04/2018
24/08/2016	59	5	51,06	10747	Ship for U	25/08/2016
06/09/2017	1	7	51,2	11064	One Liners	24/09/2017
25/03/2016	63	7	51,42	10451	One Liners	09/04/2016
24/05/2015	7	14	51,48	10449	Ship for U	26/05/2015
03/05/2017	26	7	51,61	10860	One Liners	15/05/2017
20/07/2017	63	68	51,74	11021	One Liners	03/08/2017
01/04/2016	35	3	51,87	10395	One Liners	08/04/2016
16/02/2016	7	14	51,88	10566	Ship for U	25/02/2016
09/09/2017	5	9	51,98	10875	One Liners	14/09/2017
21/12/2016	2	2	52,09	10308	One Liners	02/01/2017
17/11/2016	23	56	52,12	10634	Ship for U	19/11/2016
31/10/2017	25	7	52,14	10396	One Liners	17/11/2017
05/08/2016	5	9	52,19	10689	One Liners	13/08/2016
06/11/2017	35	9	52,24	10863	One Liners	08/11/2017
21/09/2016	3	9	52,32	10573	One Liners	07/10/2016
28/01/2015	1	68	52,33	10338	One Liners	06/02/2015
26/09/2016	18	56	52,39	10609	Ship for U	08/10/2016
27/02/2017	27	56	52,47	10753	Ship for U	14/03/2017
10/10/2017	39	3	52,68	10817	One Liners	12/10/2017
17/07/2017	59	14	52,68	10882	Ship for U	31/07/2017
26/02/2017	25	68	52,7	10717	One Liners	11/03/2017
10/08/2017	7	14	52,73	10297	Ship for U	23/08/2017
16/01/2017	24	68	52,83	10703	One Liners	27/01/2017
13/04/2017	46	9	53,04	10823	One Liners	25/04/2017
23/11/2016	86	68	53,05	10640	One Liners	26/11/2016
06/09/2017	75	11	53,13	10385	Freight Express	26/09/2017
